Year,Discipline,SG_AREA,TX_COR,CO_PROOF,Question_Number,Question_Text,Skill_Number
2021,Mathematics and its Technologies,MT,BLUE,899,137,"The Atomium, represented in the image, is one of the main tourist attractions in Brussels. It was built in 1958 for the first major world exhibition after World War II, the Brussels World's Fair. It is a metal structure built in the shape of a cube. This structure is supported by one of the vertices on a base parallel to the ground plane, and the diagonal of the cube, containing that vertex, is orthogonal to the base plane. Centered on the vertices of this cube, eight metallic spheres were built, and another sphere was built centered on the intersection point of the cube's diagonals. The eight spheres on the vertices are interconnected according to their edges, and the central sphere connects to them by the diagonals of the cube. All these interconnections are made by cylindrical tubes that have stairs inside, allowing people to move around the inside of the structure. Diagonally orthogonal to the base, the displacement is made by an elevator, which allows the displacement between the base spheres and the highest point sphere, passing through the central sphere. the diagonals of the cube. Consider a visitor who moved inside the Atomium always in a straight line and following the shortest path between two vertices, passing through all the edges and all The orthogonal projection on the ground plane of the path traveled by this visitor is represented by Available at: http://trupedatrip.com. Accessed on: 25 Oct. 2019. ## A ## B ## C ## D ## E",6
2021,Mathematics and its Technologies,MT,BLUE,899,138,"The Copa do Brasil had, until the 2018 edition, 15 different teams as champions of the competition, as shown in the image. Suppose that, as a tribute to champion teams, the Brazilian Football Confederation (CBF) intends to place a panel at its headquarters. This panel would have 6 lines and, in each of them, 5 plates, referring to each edition of the competition, with the name of the winning team, the coat of arms and the year of the title. The panel must be manufactured in such a way that the first line only has clubs from Rio Grande do Sul (Internacional, teams from Rio de Janeiro (Flamengo, Vasco and Grêmio and Juventude); the second, only Fluminense); the third, only teams from Minas Gerais (Cruzeiro and Atlético Mineiro); the fourth, exclusively clubs from São Paulo (Corinthians, Palmeiras, Santos, Paulista FC, Santo André), and the last two without any restrictions. Available at: http://campeoesdofutebol.com.br. Accessed on: 1 Nov. 2018 (adapted). Which expression determines the number of different panels that CBF can assemble? ## A ## B ## C ## D ## E",
2021,Mathematics and its Technologies,MT,BLUE,899,139,"hamburger chain has three franchises in different cities. Aiming to include a new type of snack on the menu, the chain's marketing manager suggested that five new types of snacks be offered for sale, in special editions. Snacks were offered for the same period of time at all franchisees. The type with the highest average per franchise would definitely be included on the menu. At the end of the trial period, management received a report describing the quantities sold, in units, of each of the five types of snacks in the three franchises. Based on this information, management decided to include the snack type ## A ## I. ## B ## C ## II on the menu. ## III. ## D ## IV. ## And ## V.",29
2021,Mathematics and its Technologies,MT,BLUE,899,140,"large supermarket chain adopts a system for evaluating the revenues of its branches, considering the average monthly revenue in millions. The chain's head office pays a commission to supermarket representatives who reach an average monthly billing (M), as shown in the table. A supermarket in the network obtained revenues in a given year, as shown in the table. Under the conditions presented, the representatives of this supermarket estimate that they will receive, in the following year, the type commission ## A ## I. ## B ## C ## II. ## III. ## D ## IV. ## And ## V.",29
2021,Mathematics and its Technologies,MT,BLUE,899,141,"Applications that manage hosting services have gained space in Brazil and worldwide by offering different options in terms of location and hosting prices. In one of these applications, the price P to be paid for the accommodation is calculated considering a price per night d, plus a fixed cleaning fee L and a service fee. This service fee is a percentage value s calculated on the amount paid for the total daily rate. In this situation, the price to be paid to the application for hosting n days can be obtained by the expression ## A ## B ## C ## D ## E",19
2021,Mathematics and its Technologies,MT,BLUE,899,142,"The organizer of a javelin throwing competition wants to make the competition more competitive. According to the current rules of the competition, in a round, the player throws 3 darts and scores if he hits at least one of them on the target. The organizer considers that, on average, players have, in each throw, a probability of hitting a dart on the target. In order to make the game more attractive, it plans to modify the rules so that the probability of a player scoring in a round is equal to or greater than . For this, he decides to increase the number of darts to be thrown in each round. Based on the values considered by the competition organizer, the minimum amount of darts that must be available in a round to make the game more attractive is ## A 2. ## B ## C 4. 6. ## D 9. # # And 10.",30
2021,Mathematics and its Technologies,MT,BLUE,899,143,"The graph shows the occupancy level of the five water reservoirs that supplied a city on February 2, 2015. On that date, the reservoir with the largest volume of water was ## A ## I. ## B ## C # # II. ## III. ## D ## IV. ## And ## V.",26
2021,Mathematics and its Technologies,MT,BLUE,899,144,"A person carried out a survey with some students from a school, collecting their ages, and organized this data in the graph. What is the average age, in grade, of these students? ## A 9 ## B ## C 12 18 ## D 19 ## E 27",27
2021,Mathematics and its Technologies,MT,BLUE,899,145,"In a study carried out by the IBGE in four states and in the Federal District, with more than 5 thousand people aged 10 years or more, it was observed that reading occupies, on average, only six minutes of each person's day. In the age group of 10 to 24 years, the daily average is three minutes. However, in the age group between 24 and 60 years old, the average daily time devoted to reading is 5 minutes. Among the oldest, aged 60 and over, the average is 12 minutes. The number of people interviewed in each age group followed the percentage distribution described in the table. Available at: www.oglobo.globo.com. Accessed on: 16 Aug. 2013 (adapted). The x and y values of the table are, respectively, equal to ## A 10 and 80. ## B ## C 10 and 90. 20 and 60. ## D 20 and 80. ## E 25 and 50.",28
2021,Mathematics and its Technologies,MT,BLUE,899,146,"zootechnician intends to test whether a new feed for rabbits is more efficient than the one he is currently using. The current feed provides an average mass of 10 kg per rabbit, with a standard deviation of 1 kg, fed this feed over a period of three months. The zootechnician selected a sample of rabbits and fed them the new feed for the same period of time. At the end, he wrote down the mass of each rabbit, obtaining a standard deviation of 1.5 kg for the distribution of the masses of the rabbits in this sample. To evaluate the efficiency of this diet, he will use the coefficient of variation (CV ) which is a measure of dispersion defined by , where s represents the standard deviation , the average of the masses of the rabbits that were fed with a given diet. The zootechnician will replace the ration he has been using with the new one, if the coefficient of variation of the mass distribution of the rabbits that were fed the new ration is smaller than the coefficient of variation of the distribution of the masses of the rabbits that were fed the current ration . The replacement of the ration will occur if the average mass distribution of the rabbits in the sample, in kilograms, is greater than ## A 5.0. ## B ## C 9.5. 10.0. ## D 10.5. ## And 15.0.",28
2021,Mathematics and its Technologies,MT,BLUE,899,147,"The Caesar Cipher is an example of a message encoding method used by Julius Caesar to communicate with his generals. In the method, each letter was replaced by a letter that appeared in the alphabet a fixed number of places ahead (or behind) in a cyclical way. The following is an example where each letter is replaced by the one that comes three positions ahead. To break a code like this, analyzing the frequencies of letters in a text is an important tool. An analysis of the text of the novel O guarani, by José de Alencar, which is composed of 491 631 letters, generated the following frequency graph: Available at: www.dominiopublico.gov.br. Accessed on: 7 Feb. 2015. After encoding this text with the rule in the example provided, a new frequency analysis is performed on the encoded text. The four most frequent letters, in decreasing order of frequency, of encoded text are ## AA, E, O and S. BD, E, F and G. CD, H, R and V. DR, L, B and X. ## EX, B, L and P.",25
2021,Mathematics and its Technologies,MT,BLUE,899,148,"The table shows the number of earthquakes of magnitude greater than or equal to 7, on the Richter scale, that occurred on our planet from 2000 to 2011. Available at: https://earthquake.usgs.gov/earthquakes/browse/m7-world .php. Accessed on: 13 Aug. 2012 (adapted) One researcher believes that the median fairly represents the typical annual number of earthquakes in a period. According to this researcher, the typical annual number of earthquakes of magnitude greater than or equal to 7 is ## A 11. ## B ## C 15. 15.5. ## D 15.7. ## And 17.5.",27
2021,Mathematics and its Technologies,MT,BLUE,899,149,"The revenue R of a company at the end of a month is the money raised from the sale of goods or the provision of services in that month, and the expense D is all the money used to pay wages, water and electricity bills, taxes , between others. The monthly profit obtained at the end of the month is the difference between the income and expenses registered in the month. The graph shows the revenues and expenses, in million reais, of a company at the end of the first five months of a given year. The forecast for the coming months is that the monthly profit will not be less than the highest profit obtained up to the month of May. Under these conditions, the monthly profit for the coming months must be greater than or equal to the month of ## A ## B January. February. C March. ## D April. And may.",24
2021,Mathematics and its Technologies,MT,BLUE,899,150,"Depression is characterized by an imbalance in brain chemistry. The neurons of a depressed person do not respond well to neurotransmitter stimuli. Medications that fight depression are aimed at restoring brain chemistry. With the gradual increase in cases of depression, the sale of these drugs is growing, as shown in the graph. In the period from 2005 to 2009, the percentage increase in sales volume was from Veja, 10 Feb. 2010 (adapted). ## A 45.4. ## B ## C 54.5. 120. ## D 220. ## E 283.2.",25
2021,Mathematics and its Technologies,MT,BLUE,899,151,"couple is planning to buy a two-bedroom apartment in a neighborhood of a city and they consulted a realtor's website and found 105 two-bedroom apartments for sale in the desired neighborhood. They used a brokerage application to generate the distribution of prices for the set of selected properties. The graph illustrates the frequency distribution of the sales prices of the apartments in this list (in thousand reais), in which the price ranges are given by ]300, 400], ]400, 500], ]500, 600], ]600 , 700], ]700, 800], ]800, 900], ]900, 1 000], ]1 000, 1 100], ]1 100, 1 200] and ]1 200, 1 300]. The same brokerage advertises that around 50% of the two-bedroom apartments in that neighborhood, published on its page, have a sale price of less than 550,000 reais. However, the couple felt that this last information was not compatible with the graph obtained. Based on the graph obtained, the lowest price, p (in thousand reais), for which at least 50% of the apartments have a lower price p is ## A 600. ## B ## C 700. 800. ## D 900 .## And 1 000.",26
2021,Mathematics and its Technologies,MT,BLUE,899,152,"For communication between two ships, a coding system based on numerical values is used. For this, the star triangle operations are considered, defined on the set of real numbers by ee . The ship that wants to send a message must provide an input value b, which will generate an output value, to be sent to the receiving ship, given by the sum of the two largest solutions of the equation . Each possible input and output value represents a different message already known by the two ships. One ship wishes to send the message ""ATTENTION!"" to the other. For this, you must use the input value b = 1. In this way, the value received by the receiving vessel will be ## A ## B ## C ## D ## E",21
2021,Mathematics and its Technologies,MT,BLUE,899,153,"Brazilian theme park built a miniature replica of Liechtenstein Castle. The original castle, represented in the image, is located in Germany and was rebuilt between the years 1840 and 1842, after two destructions caused by wars. The castle has a bridge 38.4 m long and 1.68 m wide. The craftsman who worked for the park produced a replica of the castle, to scale. In this work, the measurements of the length and width of the bridge were, respectively, 160 cm and 7 cm. The scale used to make the replica is ## A 1 : 576 ## B ## C 1 : 240 1 : 24 ## D 1 : 4.2 ## E 1 : 2.4",11
2021,Mathematics and its Technologies,MT,BLUE,899,154,"Medical demography is the study of the population of physicians in Brazil in quantitative and qualitative terms, one of its objectives being to make projections on the need for training new physicians. One of these studies generated a dataset that addresses the evolution of the number of physicians and the Brazilian population over several decades. The table presents part of this data. According to a statistical projection, the variation in the number of physicians and that of the Brazilian population from 2010 to 2020 will be the average between the variation from 1990 to 2000 and from 2000 to 2010. With the result of this projection, the number of physicians is determined. per thousand inhabitants in the year 2020. Available at: www.cremesp.org.br. Accessed on: 24 June. 2015 (adapted). The number, with two places in the decimal part, closest to the number of doctors per thousand inhabitants in the year 2020 would be ## A 0.17. ## B ## C 0.49. 1.71. ## D 2.06. ## And 3.32.",24
2021,Mathematics and its Technologies,MT,BLUE,899,155,"An athlete produces his own meal with a fixed cost of R$ 10.00. It consists of 400 g of chicken, 600 g of sweet potato and a vegetable. Currently, the product prices for this meal are: In relation to these prices, there will be a 50% increase in the price of a kilogram of sweet potato, and the other prices will not change. The athlete wants to keep the cost of the meal, the amount of sweet potatoes and vegetables. Therefore, you will have to reduce the amount of chicken. What percentage reduction in the amount of chicken must be for the athlete to reach his goal? ## A 12.5 ## B ## C 28.0 30.0 ## D 50.0 ## E 70.0",18
2021,Mathematics and its Technologies,MT,BLUE,899,156,"spring is released from the extended position as shown. The figure on the right represents the graph of position P (in cm) of mass m versus time t (in seconds) in a Cartesian coordinate system. This periodic motion is described by an expression of the type P(t) = ± A cos (ωt) or P(t) = ± A sin (ωt), where A > 0 is the maximum displacement amplitude and ω is the frequency , which is related to the period T by the formula ω = . Assume the absence of any dissipative forces. The algebraic expression representing the positions P(t) of mass m over time on the graph is – 3 cos (2t) – 3 sin (2t) 3 cos (2t) – 6 cos (2t) 6 sin ( 2t) ## A ## B ## C ## D ## E",20
2021,Mathematics and its Technologies,MT,BLUE,899,157,"construction company, intending to invest in the construction of properties in a metropolis with five large regions, carried out a survey on the number of families that moved from one region to another, in order to determine which region was the destination of the largest flow of families, without taking into account the number of families in the region. The search values are arranged in a matrix A = [a ], i, j ∈ {1,2,3,4,5}, in which the element a corresponds to the total number of families (in ten) that are changed from region i to region j during a certain period, and element a is considered null, since only changes between different regions are considered. Next, the matrix with the research data is presented. ij ii ij Which region was selected for the construction company's investment? ## A ## B ## C ## D ## E 1 2 3 4 5",4
2021,Mathematics and its Technologies,MT,BLUE,899,158,"To make a flight between two cities that are 2,000 km apart, an airline used an aircraft model A, capable of carrying up to 200 passengers. When one of these aircraft is full of passengers, fuel consumption is 0.02 liters per kilometer and per passenger. This company decided to exchange aircraft model A for aircraft model B, which is capable of transporting 10% more passengers than model A, but consuming 10% less fuel per kilometer and per passenger. The amount of fuel consumed by aircraft model B, compared to aircraft model A, on a crowded flight between the two cities is ## A 10% less. 1% smaller. ## B ## C equals. ## D 1% larger. ## And 11% bigger.",16
2021,Mathematics and its Technologies,MT,BLUE,899,159,"In an automobile race, cars may make pit stops to change tires. In these exchanges, the work is done by a group of three people on each tire. Assume that the groups start work at the same time, work at the same speed, and each group works on a single tire. With all four groups complete, it takes 4 seconds for the switch to take effect. The time taken by a group to change a tire is inversely proportional to the number of people working on it. In one of these stops, one of the workers fell ill, could not participate in the exchange and was not replaced, so that one of the four exchange groups was reduced. At this specific stop, with one of the groups reduced, how long did it take, in second, to change the four tires? ## A 6.0 ## B ## C 5.7 5.0 ## D 4.5 ## E 4.4",16
2021,Mathematics and its Technologies,MT,BLUE,899,160,"nutritionist verified, in his client's daily diet, the lack of 800 mg of mineral A, 1,000 mg of mineral B and 1,200 mg of mineral C. Therefore, he recommended the purchase of dietary supplements that supply the missing minerals and informed that there would be no problem if he consumed more of these minerals than recommended. The customer found five supplements, sold in single sachets, whose prices and amounts of minerals are shown below: Supplement I: contains 50 mg of mineral A, 100 mg of mineral B and 200 mg of mineral C and costs R$ 2. 00; mineral C and costs R$ 3.00; mineral C and costs R$ 5.00; mineral C and costs R$ 6.00; mineral C and costs R$ 8.00. Supplement II: contains 800 mg of mineral A, 250 mg of mineral B and 200 mg of mineral A Supplement III: contains 250 mg of mineral A, 1000 mg of mineral B and 300 mg of mineral B Supplement IV: contains 600 mg of mineral A, 500 mg of mineral B and 1 000 mg of Supplement V: contains 400 mg of mineral A, 800 mg of mineral B and 1 200 mg of The customer decided to buy sachets of a single supplement that would spend less money and still supply the lack of minerals indicated by the nutritionist, even if he consumed some of them beyond his need. Under these conditions, the customer must buy sachets of the supplement ## A ## I. ## B ## C ## II. ## III. ## D ## IV. ## And ## V.",17
2021,Mathematics and its Technologies,MT,BLUE,899,161,"The administrator of a theater noticed that, with the ticket for the event at R$ 20.00, a show could attract 200 people and that, for every R$ 1.00 reduction in the ticket price, the number of people increased by 40 He knows that the theater owners only admit tickets, because of the difficulty of making change available, and he intends to convince them to lower the ticket price. Thus, working with values will present a graph of collections as a function of the amount of the discount on the current ticket price. The graph that most closely resembles the one that should be prepared by the administrator is ## A ## B ## C ## D ## E",15
2021,Mathematics and its Technologies,MT,BLUE,899,162,The table represents the relationship between the price of a product (R) and its respective tax due (I). The graph that best represents this relationship is ## A ## B ## C ## D ## E,15
2021,Mathematics and its Technologies,MT,BLUE,899,163,"The Newton-Laplace relationship states that the volumetric modulus of a fluid is directly proportional to the square of the speed of sound (in meters per second) in the fluid and its density (in kilograms per cubic meter), with a dimensionless proportionality constant. In this relationship, the proper unit of measure for volumetric modulus is ## A ## B ## C ## D ## E kg⋅m ⋅s−2 −1 kg⋅m ⋅s−1 −2 kg⋅m ⋅ s−5 2 −1 2 kg ⋅m ⋅s 1 −1 kg ⋅m ⋅s 5 −2",10
2021,Mathematics and its Technologies,MT,BLUE,899,164,"person intends to travel on an airline that checks a bag weighing up to 10 kg free of charge. On two trips he has taken, this person has used the same suitcase and gained 10 kg with the following combinations of items: of t-shirts, assuming that items of the same type have the same mass. What is the maximum number of shirts that person can take? ## A 22 ## B ## C 24 26 ## D 33 ## E 39",22
2021,Mathematics and its Technologies,MT,BLUE,899,165,"A car has an average performance of 16 km/L. An engineer has developed a new combustion engine that saves 0.1 L of fuel for every 20 km traveled compared to the previous engine. The average performance value of the car with the new engine, in kilometers per liter, expressed to one decimal place, is ## A 15.9. ## B ## C 16.1. 16.4. ## D 17.4. ## And 18.0.",12
2021,Mathematics and its Technologies,MT,BLUE,899,166,"The design of a container, in the form of a straight rectangular parallelepiped, included painting both sides (internal and external) of each of the four walls with acrylic paint and painting the interior floor with epoxy paint. The builder had asked five different suppliers for quotes for the necessary paints, but before starting the work, he decided to change the original project, altering the length and width to twice what was originally planned, keeping the height unchanged. When asking suppliers for new quotes for the new dimensions, each one gave a different answer about the new quantities of paint needed. In relation to what was foreseen for the original project, the new quantities of paint needed informed by the suppliers were the following: Supplier I: “Twice as much, both for the walls and for the floor.” Supplier II: “Twice as much for the walls and four times for the floor.” Supplier III: “Four times, both for the walls and the floor.” Supplier IV: “Four times for the walls and twice as much for the floor.” Supplier V: “Eight times for the walls and four times for the floor.” Analyzing information from suppliers, the builder will provide the appropriate amount of material. Consider the container access door as part of one of the walls. Which of the suppliers provided the appropriate information, should it be chosen by the builder to purchase the material? ## A ## I ## B ## C ## II ## III ## D ## IV ## E ## V",9
2021,Mathematics and its Technologies,MT,BLUE,899,167,"village with 100 inhabitants is experiencing a prolonged drought and those responsible for the local public administration decide to contract the construction of a reservoir. It must be in the form of a straight circular cylinder, whose base has an internal diameter of 5 meters, and meet the water demand of the population for a period of exactly seven consecutive days. On the eighth day, the empty reservoir is completely refilled by water trucks. Consider that the average daily consumption per inhabitant is 120 liters of water. Use 3 as an approximation for . Under the conditions presented, the reservoir must be built with a minimum internal height, in meters, equal to ## A 1.12. ## B ## C 3.10. 4.35. ## D 4.48. ## And 5.60.",14
2021,Mathematics and its Technologies,MT,BLUE,899,168,"In a regular octahedron, two faces are considered opposite when they have neither edges nor vertices in common. In the figure, a regular octahedron and one of its planes can be seen, in which there is a dark gray colored face and four other numbered faces. Which face(s) will be opposite the dark gray face(s) when the octahedron is reconstructed from the given flat pattern? ## A 1, 2, 3 and 4 1 and 3 ## B ## C ## D ## E 1 2 4",7
2021,Mathematics and its Technologies,MT,BLUE,899,169,"The percussion instrument known as a triangle is made up of a thin steel bar, bent into a shape that resembles a triangle, with an opening and a stem, as shown in Figure 1. A promotional gifts company hires a foundry to production of miniature instruments of this type. The foundry initially produces pieces in the shape of an equilateral triangle of height h, as shown in Figure 2. After this process, each piece is heated, deforming the corners, and cut at one of the vertices, giving rise to the miniature. Assume that no material losses occur in the production process, so that the length of the bar used is equal to the perimeter of the equilateral triangle represented in Figure 2. Consider 1.7 as an approximate value for . Under these conditions, the value that comes closest to measuring the length of the bar, in centimeters, is ## A 9.07. ## B ## C 13.60. 20.40. ## D 27.18. ## E 36.24.",8
2021,Mathematics and its Technologies,MT,BLUE,899,170,"One person bought a cup of soup, as shown. It is known that 1 cm = 1 mL and that the top of the mug is a circle of diameter (D) measuring 10 cm, and the base is a circle of diameter (d) measuring 8 cm. Furthermore, it is known that the height (h) of this mug measures 12 cm (distance between the center of the top and bottom circles). Use 3 as an approximation for π. What is the volumetric capacity, in milliliters, of this mug? ## A 216 ## B ## C 408 732 ## D 2 196 ## E 2 928",8
2021,Mathematics and its Technologies,MT,BLUE,899,171,"store owner intends to use magnet cards to publicize his store. The company that will provide the service informs you that the cost of manufacturing the card is R$ 0.01 per square centimeter and that it provides models with useful faces for printing: an equilateral triangle with a side of 12 cm; a square of side 8 cm; a rectangle with sides 11 cm and 8 cm; a regular hexagon with a side of 6 cm; a circle of diameter 10 cm. The store owner is willing to pay a maximum of R$ 0.80 per card. He will choose, within that price limit, the model that has the largest printing area. Use 3 as approximation for and use 1.7 as approximation for . Under these conditions, the model to be chosen has a ## A triangle as a useful side for printing. ## B ## C square. rectangle. ## D hexagon. ## And circle.",13
2021,Mathematics and its Technologies,MT,BLUE,899,172,"61-year-old amateur cyclist used a heart rate monitor to measure his heart rates on four different types of sections of the course. The results of the maximum heart rates achieved in these stretches were: It is known that the ideal aerobic range for gaining physical conditioning is between 65% and 85% of the maximum heart rate (max. by the formula: Fc max. = 220 – age, where age is given in years and Fc max. is given in bpm (beats per minute). The sections of the course in which this cyclist remains within his ideal aerobic range, for the gain of physical conditioning, are ## Light on the flat, hard on the flat, moderate climb and hard climb. ## B ## C light on the level, strong on the level and moderate climb. strong on the flat, moderate climb and strong climb. ## Strong D on the flat and moderate climb. ## And take it on the flat and strong climb.",4
2021,Mathematics and its Technologies,MT,BLUE,899,173,"car wash offers two types of car washes: simple wash, at the price of R$ 20.00, and complete wash, at the price of R$ 35.00. To cover expenses with products and employees, and not incur losses, the car wash must have a daily income of at least R$ 300.00. In order not to incur losses, the lowest number of daily washes that the car wash should carry out is ## A 6. ## B ## C 8. 9. ## D 15. ## E 20.",4
2021,Mathematics and its Technologies,MT,BLUE,899,174,"After medical consultation, a patient must follow a treatment consisting of three drugs: X, Y and Z. The patient, to purchase the three drugs, makes a budget in three different pharmacies, according to the chart. Some of these pharmacies offer discounts: when purchasing drugs X and Y at Pharmacy 2, you receive a 20% discount on both products, regardless of the purchase of drug Z, and there is no discount for drug Z; when purchasing the 3 medications at Pharmacy 3, you receive a 20% discount on the total purchase price. The patient wants to make the purchase in order to minimize his drug expense. According to the information provided, the patient must buy the drugs as follows: ## AX, Y and Z at Pharmacy 1. ## B ## CX and Y at Pharmacy 1, and Z at Pharmacy 3. X and Y at Pharmacy 2, and Z in Pharmacy 3. ## DX in Pharmacy 2, and Y and Z in Pharmacy 3. ## EX, Y and Z in Pharmacy 3.",5
2021,Mathematics and its Technologies,MT,BLUE,899,175,"Many toys that are often found in squares and public parks have two-dimensional and three-dimensional geometric figures. A company was contracted to develop a new form of toy. The proposal presented by the company was a structure formed only by metallic rods, connected to each other, as shown in the figure. Rods of the same shade and thickness are congruent. Based on the proposal presented, how many plane geometric figures of each type are formed by the union of the rods? ## A 12 isosceles trapezoids and 12 squares. ## B ## C 24 isosceles trapezoids and 12 squares. 12 parallelograms and 12 squares. ## D 8 isosceles trapezoids and 12 squares. ## And 12 scalene trapezoids and 12 rectangles.",7
2021,Mathematics and its Technologies,MT,BLUE,899,176,"The Roman numeral system is still used in the indication of chapters and volumes of books, in the designation of centuries and, in chronological order, of popes and kings of the same name. Seven letters of the alphabet are used: Four fundamentals: I (values 1); X (is worth 10); C (worth 100) and M (worth 1000). Three minors: V (worth 5); L (worth 50) and D (worth 500). The rules for writing Roman numerals are: 1. There is no zero symbol; 2. The fundamental symbols can be repeated up to three times and their values are added. Example: XXX = 30; 3. A letter placed to the left of another of greater value indicates subtraction of the respective values. Example: IX = 10 – 1 = 9; 4. A letter placed to the right of another of greater value indicates the addition of the respective values. Example: XI = 10 + 1 = 11. In a European city there is a plaque indicating the year of its foundation: MCDLXIX. How many years of foundation will this city celebrate in 2050? ## A 379 ## B ## C 381 579 ## D 581 ## E 601",1
2021,Mathematics and its Technologies,MT,BLUE,899,177,"One of the most used bases to represent a number is the decimal base. However, computers work with numbers in the binary base. In this base, any natural number is represented using only the digits 0 and 1. For example, the representations of the numbers 9 and 12, in the binary base, are 1001 and 1100, respectively. The addition operation, in the binary base, follows an algorithm similar to that used in the decimal base, as detailed in the table: For example, in the binary base, the sum of the numbers 10 and 10 is 100, as shown: Considering the information in the text, the result of adding 9 + 12 will be represented, in binary base, by ## A 101. ## B ## C 1101. 1111. ## D 10101. ## E 11001.",1
2021,Mathematics and its Technologies,MT,BLUE,899,178,"common unit of measurement used to express large land areas is the hectare, which equals 10,000 m2. A farmer decides to make a subdivision 2 using 3 hectares of his farm, of which 0.9 hectares will be used for the construction of 2 streets and sidewalks and the remainder will be divided into lots with an area of 300 m each. The first 20 plots sold will have promotional prices of R$ 20,000.00 each, and the others, R$ 30,000.00 each. Under the established conditions, the total value, in reais, obtained by the farmer with the sale of all the land will be equal to ## A 700 000. ## B ## C 1 600 000. 1 900 000. ## D 2 200 000 ## E 2 800 000.",3
2021,Mathematics and its Technologies,MT,BLUE,899,179,One person will produce a costume using as materials: 2 different types of fabrics and 5 different types of ornamental stones. This person has at his disposal 6 different fabrics and 15 different ornamental stones. The number of costumes with different materials that can be produced is represented by the expression ## A ## B ## C ## D ## E,2
2021,Mathematics and its Technologies,MT,BLUE,899,180,"The principals of a school need to build a laboratory for the students to use. There are two possibilities: (i) a type A laboratory, with capacity for 100 users, at a cost of 180,000 reais and expenditures of 60,000 reais per year for maintenance; (ii) a type B laboratory, with capacity for 80 users, at a cost of 120,000 reais and maintenance costs of 16,000 reais per year. It is considered that, in any case, the implanted laboratory will be used to its full capacity. The savings of the school, in the use of a type B laboratory, instead of a type A laboratory, in a period of 4 years, per user, will be ## A 1.31 thousand reais. ## B ## C 1.90 thousand reais. 2.30 thousand reais. ## D 2.36 thousand reais. ## And 2.95 thousand reais.",3
2020,Mathematics and its Technologies,MT,BLUE,695,136,The chart shows the result of a company's monthly financial statement over the course of a year. In how many months was the company's balance sheet result below the monthly average in that year? ## A ## B ## C ## D ## E 6 7 8 9 10,27
2020,Mathematics and its Technologies,MT,BLUE,695,137,"A publisher wants to reprint one of your books. The publisher's management knows that spending on paper represents 60% of the cost of reprinting, and that expenses with printing represent the remaining 40%. Within the publishing house's programming, at the time it performs the reprint, the paper price and printing costs will have been readjusted by 25.9% and 32.5%, respectively. The cost for reprinting each book, at current prices, is R$ 100.00. What will be the cost, in reais, for the reprint of each book with the estimated readjustments in paper cost and printing expenses? ## A ## B ## C ## D ## E 128.54 129.20 129.86 158.40 166.82",16
2020,Mathematics and its Technologies,MT,BLUE,695,138,"With the food crisis in 2008, government officials and businessmen from various parts of the world linked the expansion of biofuels with the rise in food prices. In 2006, world production of ethanol was 40 billion liters and that of biodiesel, 6.5 billion. The US defends its corn ethanol by claiming that only 3% of cereal inflation is caused by biofuels. For the United Nations (UN), biofuels account for 10% of the rise in food prices and, for the World Bank, for 75%. Alongside this controversy, the consensus is growing that biofuel is not always the same. The impact on food prices is quite different when considering Brazilian fuel alcohol, made from sugarcane; North American ethanol, made with corn; and European biodiesel, made from grains such as wheat, for example. In this dispute, Brazil is well positioned. The following map shows the percentage distribution of ethanol manufactured in the world in 2007. According to the text and the map of percentages of ethanol manufactured in the world, we can conclude that the amount of ethanol made from corn in the United States represents Available at: planetasustentavel.abril.com.br. Accessed on: 29 Mar. 2009. ## A ## B ## C ## D ## E 16.25% of world production. 43.70% of world production. 46.00% of world production. 75.00% of world production. 95.00% of world production.",1
2020,Mathematics and its Technologies,MT,BLUE,695,139,"study was carried out on violence in Brazil. The rates obtained for female homicides from 1980 to 2010 are shown in the graph. According to the data presented, the relative percentage increase in the rate from 2007 to 2010 was closer to Available at: http://g1.globo.com. Accessed on: 15 Aug. 2013 (adapted). ## A ## B ## C ## D ## E 11%. 13%. 17%. 50%. 89%.",25
2020,Mathematics and its Technologies,MT,BLUE,695,140,"Eduardo wants to create an email using an anagram exclusively with the seven letters that make up his name, before the @ symbol. The e-mail will have the form *******@site.com.br and will be in such a way that the three letters “edu” always appear together and exactly in that order. He knows that the e-mail eduardo@site.com.br has already been created by another user and that any other grouping of the letters in his name forms an e-mail that has not yet been registered. In how many ways can Eduardo create a desired email address? ## A ## B ## C ## D ## E 59 60 118 119 120",3
2020,Mathematics and its Technologies,MT,BLUE,695,141,"At the Angra dos Reis nuclear power plant, the waste produced in two decades of operations totals almost 446 tons of used fuel, which will remain radioactive for thousands of years. Ibama conditioned the start of Angra 3 operation, scheduled for 2014, to the approval of a definitive deposit project. The National Nuclear Energy Commission (CNEN) committed to presenting, by 2010, a deposit model to store radioactive waste for 500 years, instead of thousands of years. Season, 8 Sept. 2008 (adapted). Assuming that the fuel production rate remains constant and that a certain volume V is needed to store the 446 tons already produced, what is the approximate minimum volume that a dump must have to store the radioactive waste produced in 500 years? ## A ## B ## C ## D ## E ## 25 V ## 149 V ## 1 340 V ## 11 150 V ## 14 887 V",18
